ID,Nume,Nr_Camere,Metri_Patrati,Pret,Localizare
17L1000661O," VANZARE APARTAMENT 3 CAMERE, SEMIDECOMANDAT, 67 MP, RAHOVA ",3 camere,63 mp utili,65.000 EUR,"Bucuresti, zona Rahova "
94H100000UD, Floreasca 3 camere - vedere lac; comision 0% ,3 camere,121 mp utili,227.000 EUR + TVA,"Bucuresti, zona Floreasca "
71S1000035C, APARTAMENT 3 CAMERE CU PARCARE PROPRIE ! ,3 camere,93 mp utili,245.000 EUR,"Bucuresti, zona Dorobanti "
9AU00I68A0O, Apartament 4 camere spre vanzare in complex Ibiza Sol ,4 camere,120 mp utili,190.000 EUR,"Bucuresti, Sector 1, zona Pipera "
6K100I0IN2F, 3 camere - Barbu vacarescu ,3 camere,65 mp utili,117.000 EUR + TVA,"Bucuresti, Sector 2, zona Barbu Vacarescu (Floreasca) "
3HJ10I27MB7, Apartament de vânzare 2 camere ,2 camere,50 mp utili,71.000 EUR,"Bucuresti, Sector 4, zona Tineretului "
V0D00I56N0M," Garsoniera, Fundeni ",o cameră,37 mp utili,41.000 EUR,"Bucuresti, zona Fundeni (Colentina) "
8KG00I4PA2D, Garsoniera Dristor Kauflanda metrou ,o cameră,28 mp utili,44.300 EUR,"Bucuresti, Sector 3, zona Dristor "
33L100000R2, Vanzare apartament 4 camere zona Titan ,3 camere,66 mp utili,65.000 EUR,"Bucuresti, zona Titan "
8ST00I5988O, Apartament 2 camere Berceni bloc nou ,2 camere,56.6 mp utili,56.000 EUR,"Bucuresti, Sector 4, zona Berceni "
53V00HP5P7U, Compartimentare excelenta - complex rezidential Confort Urban Rahova ,2 camere,59 mp utili,52.400 EUR,"Bucuresti, Sector 5, zona Rahova "
8H9100009UQ, 3 camere Baneasa - Maia Residence -150 m Metrou Straulesti- COMISION 0 ,3 camere,82 mp utili,98.665 EUR,"Bucuresti, zona Baneasa "
17L10005SVS," Vanzare apartament 3 camere Militari/Gorjului, 5/8, 1980 ",3 camere,70 mp utili,72.000 EUR,"Bucuresti, zona Militari "
52S10000532, Vanzare garsoniera dorobanti ,o cameră,30 mp utili,58.000 EUR,"Bucuresti, zona Dorobanti "
3KV00HVLCH7, Apartament ATLANTIC CITY Baneasa Bloc II in constructie ,2 camere,76 mp utili,93.177 EUR,"Bucuresti, Sector 1, zona Baneasa "
1UR1000A5AS," Stradal Soseaua Nordului! Vedere libera, 3-4 camere, garaj ",4 camere,150 mp utili,415.000 EUR,"Bucuresti, zona Soseaua Nordului (Herastrau) "
8H300I75J9C," Vanzare apartament 2 camere, Militari Apusului ",2 camere,45 mp utili,57.000 EUR,"Bucuresti, Sector 6, zona Apusului (Militari) "
9VA00I759NQ, Vanzare apartament 2 camere Vitan Mall Sector 3 ,2 camere,62 mp utili,77.000 EUR,"Bucuresti, Sector 3, zona Vitan Mall (Vitan) "
4JJ1000428C, VANZARE APARTAMENT 3 CAMERE PARCUL TINERETULUI ,3 camere,68 mp utili,111.000 EUR,"Bucuresti, Sector 4, zona Tineretului "
54U1000F92N, APARTAMENT IN VILA RENOVATA + CURTE IN PROPRIETATE ,3 camere,120 mp utili,215.000 EUR,"Bucuresti, zona Polona (Dacia) "
70O100009AS, Decebal Zvon Cafe apartament 4 camere finisaje moderne decomandat 97mp ,4 camere,90 mp utili,165.000 EUR,"Bucuresti, zona Decebal "
38B1000952U, Apartament de vanzare Pipera - Iancu Nicolae ,3 camere,"157,6 mp utili",340.000 EUR,"Bucuresti, zona Pipera "
5QB1000G547, Apartament 4 camere Batistei ,4 camere,125 mp utili,168.990 EUR,"Bucuresti, zona Batistei (Ultracentral) "
17L100064KK, Apartament 3 camere decomandat etaj 3/4 - Titan ,3 camere,64 mp utili,73.000 EUR,"Bucuresti, zona Titan "
55I00I6DPOO, NEOFORT 60- DIRECT DEZVOLTATOR - NERVA TRAIAN - STRADAL - COMISION 0% ,2 camere,52.04 mp utili,80.042 EUR + TVA,"Bucuresti, Sector 3, zona Timpuri Noi (Tineretului) "
3KV00I49OG3," Vanzare apartament 3 camere, zona Titulescu-Primaria Sector 1 ",3 camere,77 mp utili,155.000 EUR + TVA,"Bucuresti, Sector 1, zona Titulescu (1 Mai) "
9LF100004AJ," Apartament 2 camere modern, situat in complex rezidential nou ",3 camere,78 mp utili,54.999 EUR,"Bucuresti, zona Rahova "
8LV109CUPJA, Delfinului ,2 camere,53 mp utili,60.000 EUR,"Bucuresti, Sector 2, zona Pantelimon "
9UV00I6R3NK," Apartament doua camere, total decomandat, Metrou 1 Decembrie 1918  ",2 camere,49 mp utili,49.000 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
9L810032LFK, MUTARE IMEDIATA !! Militari Residence garsoniera mobilata/utilata ,o cameră,35 mp utili,35.000 EUR,"Bucuresti, zona Militari "
3HJ10HFGDQ8, Apartament de vânzare 3 camere ,3 camere,68 mp utili,49.500 EUR,"Bucuresti, zona Alexandriei (Rahova) "
A1V100001JE, OCAZIE - Apartament 3 Camere Tineretului ,3 camere,66 mp utili,79.900 EUR,"Bucuresti, zona Tineretului "
93I00I56788, APARTAMENT CU 3 CAMERE DUPLEX TIP C72 CU LOC PARCARE SUPRATERANA INCLUS ,3 camere,100 mp utili,110.000 EUR + TVA,"Bucuresti, Sector 2, zona Tei "
6LA1000432S, Apartament de vanzare 3 camere decomandate zona Marriott ,3 camere,71 mp utili,125.000 EUR,"Bucuresti, Sector 5, zona 13 Septembrie "
83L10003BGB, Apartament 3 camere - Luxury Domain ,3 camere,108 mp utili,241.168 EUR,"Bucuresti, zona P-ta Victoriei (Ultracentral) "
1L100HVB6H2, Apartament 4 camere Victoriei ,4 camere,130 mp utili,116.500 EUR,"Bucuresti, Sector 1, zona Victoriei (Ultracentral) "
8N500I3AU9A, Amfiteatru Residence || Erou Iancu Nicolae || Perfect apartment ,5 camere,178 mp utili,330.000 EUR,"Bucuresti, Sector 1, zona Iancu Nicolae (Pipera) "
4P400I75B7U," Calea Calarasilor – Agricultori, 2 camere ",2 camere,49 mp utili,84.000 EUR + TVA,"Bucuresti, zona Calea Calarasilor "
95Q1000FMJO," DOROBANTI - APARTAMENT IN VILA, 5 CAMERE, 155 MP, RENOVAT, INTRARE SEPARATA! ",5 camere,"128,45 mp utili",320.000 EUR,"Bucuresti, zona P-ta Dorobanti (Dorobanti) "
9JV1000002D,"  Direct Dezvoltator - 3 camere, finisaje premium, zona Pipera, COMISION 0% ",3 camere,72.64 mp utili,95.680 EUR + TVA,"Bucuresti, zona Pipera "
55I00I6DOJO, NEOFORT 60- ANSAMBLU DEOSEBIT- GARSONIERE - APARTAMENTE SI SPATII COMERCIALE ,o cameră,38.91 mp utili,62.840 EUR + TVA,"Bucuresti, Sector 3, zona Tineretului "
7A600I5TS67, **COMISION 0%**DE VANZRE APARTAMENT 3 CAMERE DECOMANDAT--TITULESCU-BANU MANTA ,3 camere,71 mp utili,129.000 EUR,"Bucuresti, Sector 1, zona Titulescu (1 Mai) "
7LE00HAQ6AA, Apartament cu 3 camere in 21 Residence Politehnica ,3 camere,89.25 mp utili,112.000 EUR + TVA,"Bucuresti, Sector 6, zona Politehnica (Militari) "
6UD00H7P4CV, 3 CAMERE CF 3 ,3 camere,35 mp utili,28.000 EUR,"Bucuresti, Sector 2, zona Baicului (Pantelimon) "
4J300I4MPH7, Apartament 3 Camere | Tip 3 ,3 camere,67 mp utili,88.200 EUR + TVA,"Bucuresti, Sector 2, zona Basarabia (Titan) "
53U00I4H2I2, Apartament 3 camere decomandat Berceni metrou Dimitrie Leonida ,3 camere,70 mp utili,71.000 EUR,"Bucuresti, Sector 4, zona Berceni "
70O1000096C," Apartament 4 camere in vila bine intretinut,garaj, zona Calea Calarasi ",4 camere,104 mp utili,165.000 EUR,"Bucuresti, zona Calea Calarasilor "
81C109CUJ0T," Apartament 2 camere, ultracentral, fara risc, zona Universitate ",2 camere,50 mp utili,59.800 EUR,"Bucuresti, Sector 2, zona Armeneasca (Dacia) "
71S100000JG, APARTAMENT CU AMENAJARE SUPERBA SI POZITIE EXCELENTA - O INVESTITIE DE SUCCES! ,3 camere,78 mp utili,175.000 EUR,"Bucuresti, zona Dorobanti "
7A600I0IDLC, APARTAMENT DE VANZARE ZONA VICTORIEI ,4 camere,82 mp utili,147.000 EUR,"Bucuresti, Sector 1, zona Victoriei (Ultracentral) "
6K800I73BSB," Apartament 2 camere,55 mp,Gorjului, Imobil 2017 ",2 camere,50 mp utili,59.000 EUR,"Bucuresti, Sector 6, zona Gorjului (Militari) "
4P400I72TAV," Calea Calarasilor – Agricultori, 3 camere ",3 camere,94.3 mp utili,134.870 EUR + TVA,"Bucuresti, zona Calea Calarasilor "
9R900HT1EA8, **Comision 0%** **4City** **Noul proiect al dezvoltatorului Cortina Residence** ,2 camere,53.21 mp utili,65.000 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
9F900I615FV," Finalizat 3 Camere Lux 120mp, Metrou Mihai Bravu, Incalzire Pardoseala ",3 camere,120 mp utili,139.990 EUR,"Bucuresti, Sector 3, zona Mihai Bravu "
17L100061MQ, Vanzare apartament 2 camere stradal Unirii Piata Alba Iulia ,2 camere,65 mp utili,115.000 EUR,"Bucuresti, zona Unirii "
89A10000017, 2 CAMERE - ANSAMBLU REZIDENTIAL NOU ,2 camere,55 mp utili,79.800 EUR + TVA,"Bucuresti, zona P-ta Muncii (Muncii) "
5QB1000G0FJ, Apartament cu 4 camere de vanzare in zona Herastrau ,4 camere,150 mp utili,515.000 EUR,"Bucuresti, zona Herastrau "
3FA1000FN49, Apartament 2 camere decomandat Campia Libertatii anvelopat ,2 camere,50 mp utili,59.000 EUR,"Bucuresti, zona Basarabia (Titan) "
9S710000E40, Vanzare 3 camere utrafinisat metrou Dristor reabilitat etaj intermediar ,3 camere,68 mp utili,92.000 EUR,"Bucuresti, zona Dristor "
17L10005N10, Vanzare apartament 2 camere stradal Unirii Piata Alba Iulia ,2 camere,65 mp utili,115.000 EUR,"Bucuresti, zona Unirii "
17L100064JI, Apartament 3 camere de vanzare Rahova - Nasaud ,3 camere,70 mp utili,67.900 EUR,"Bucuresti, zona Rahova "
38B1000EF8G, Penthouse de Vanzare - Iancu Nicolae ,4 camere,302.14 mp utili,545.000 EUR + TVA,"Bucuresti, zona Iancu Nicolae (Pipera) "
9R900I25DIE, **Noul proiect al dezvoltatorului Cortina Residence** **Comision 0%** **4City** ,2 camere,51.23 mp utili,65.923 EUR + TVA,"Bucuresti, Sector 1, zona Pipera "
9OV00I5UN38, Apartament 3 camere cu gradina Calea Calarasi  ,3 camere,"200,5 mp utili",192.750 EUR,"Bucuresti, Sector 3, zona Calea Calarasilor "
V0C00HGG4QD, Apartament 3 camere - cu vedere directa la Parcul Sebastian ,3 camere,73 mp utili,78.000 EUR,"Bucuresti, Sector 5, zona Sebastian (13 Septembrie) "
9O200I68BP6," Constantin Brancoveanu,Stradal,2 minute Metrou ",4 camere,100 mp utili,93.000 EUR,"Bucuresti, Sector 4, zona Brancoveanu (Berceni) "
A0U100006BK, VANZARE 2 CAMERE IANCULUI-ZEFIRULUI ,2 camere,50 mp utili,63.000 EUR,"Bucuresti, zona Iancului "
17L100067QL," Ocazie! - Dr. Tab.- V. Argesului, cf.2/dec., 44 mp., balcon 3m, imb!! ",2 camere,44 mp utili,43.000 EUR,"Bucuresti, zona Drumul Taberei "
9T400HTJF0F, Garsonira in bloc nou Drumul Taberei Ghencea ,o cameră,41 mp utili,38.500 EUR,"Bucuresti, Sector 6, zona Drumul Taberei "
3KV00I2HQ8T," Vanzare apartament 2 camere in bloc nou, aproape de metrou ",2 camere,71 mp utili,89.000 EUR + TVA,"Bucuresti, zona Pipera "
73D00I6THEP, OFERTA ZILEI!! Garsoniera spatioasa - Tronson 4 - Cartier Brancusi ,o cameră,39.34 mp utili,42.900 EUR,"Bucuresti, Sector 6, zona Drumul Taberei "
89A1000000J, 3 camere zona Piata Muncii ,3 camere,76 mp utili,102.500 EUR + TVA,"Bucuresti, zona P-ta Muncii (Muncii) "
17L100064PS, Apartament 4 camere de vanzare Mihai Bravu - Metrou Obor ,4 camere,86 mp utili,82.900 EUR,"Bucuresti, zona Mihai Bravu "
8D5100001FC, Apartament 3 camere zona centrala bloc nou Metrou Piata Muncii 7 min ,3 camere,73 mp utili,101.860 EUR + TVA,"Bucuresti, zona Decebal "
V0D00I6VJL9," Apt. 3 camere,N. Grigorescu,Titan, 0% COMISION, TVA si 2 locuri parcare incluse ",2 camere,70 mp utili,77.800 EUR,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan) "
9NC00HN0NOI, Vitan residence 7 ,2 camere,58 mp utili,88.700 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
56500H6HG57, VANZARI APARTAMENTE 2 CAMERE Aparatorii Patriei ,2 camere,58 mp utili,57.000 EUR,"Bucuresti, Sector 4, zona Berceni "
5QB1000G07D, Vanzare apartament 4 camere Dorobanti Capitale - Roma ,4 camere,150 mp utili,450.000 EUR,"Bucuresti, zona Dorobanti "
4P400I75Q94," Aviatiei – Pod Baneasa, 2 camere ",2 camere,56.15 mp utili,106.000 EUR,"Bucuresti, zona Aviatiei "
V0D00I6AUCM," Apartament 2 camere, confort 1, Sos Pantelimon, langa Mega Mall ",2 camere,55 mp utili,78.000 EUR,"Bucuresti, zona Pantelimon "
45T100004PK," Garsoniera, zona Decebal ",o cameră,40 mp utili,61.900 EUR,"Bucuresti, zona Decebal "
8N500I1VO42, Pret Promotional - Direct dezvoltator  ,2 camere,57 mp utili,71.800 EUR + TVA,"Bucuresti, Sector 5, zona Sebastian (13 Septembrie) "
9G600I0Q66T, Apartament 2 Camere | Parc Titan ,2 camere,54.35 mp utili,55.000 EUR,"Bucuresti, Sector 3, zona Titan "
9VQ00I0QEJ7, Apartament Joy în ansamblul rezidențial 102 The Address ,2 camere,52.09 mp utili,98.500 EUR + TVA,"Bucuresti, Sector 2, zona Barbu Vacarescu (Floreasca) "
1N600I4ROQJ," Bd Unirii - Rond Alba Iulia, garsoniera ideal investitie ",o cameră,38 mp utili,82.500 EUR,"Bucuresti, Sector 3, zona Unirii "
17L100068B8, Urgent Vanzare Apartament 2 cam.Sos.Giurgiului - Metrou Eroii Revolutiei ,2 camere,45 mp utili,42.000 EUR,"Bucuresti, zona Eroii Revolutiei (Berceni) "
55I00I5RLM0," NEOFORT 7 - Apartament 3 camere 5 min Unirii, bloc nou, comision 0! ",3 camere,82.48 mp utili,127.800 EUR + TVA,"Bucuresti, Sector 3, zona Unirii "
7C800GN5IP9," Apartament 5 camere DEOSEBIT cu TERASA/CURTE PROPRIE, zona Damaroaia! WOW! ",5 camere,175 mp utili,248.000 EUR,"Bucuresti, Sector 1, zona Bucurestii Noi "
3FJ10000CUT, IMP13277 Probabil cel mai bun din cartier ,2 camere,64 mp utili,149.500 EUR,"Bucuresti, zona Baneasa "
8EU00HQ9T5H," Garsoniera spatioasa, finalizata cu loc de parcare inclus ",o cameră,35 mp utili,29.990 EUR,"Bucuresti, Sector 6, zona Ghencea "
3HJ10I562GH, VANZARE APARTAMEN2 CAMERE ZONA TINERETULUI METROU ,2 camere,56 mp utili,82.000 EUR,"Bucuresti, Sector 4, zona Tineretului "
V0D00I5UEOP," Vatra Luminoasă, vis a vis de Mega Mall, apartament 2 camere ",2 camere,40 mp utili,59.000 EUR,"Bucuresti, zona Vatra Luminoasa "
A3H00I4M3NI, Apartament de vanzare in Pipera P3.4. ,3 camere,82.62 mp utili,167.977 EUR + TVA,"Bucuresti, Sector 1, zona Iancu Nicolae (Pipera) "
56500I3FARF, Apartament tip Studio-Berceni metrou decomandat ansamblu nou  ,2 camere,51 mp utili,51.500 EUR,"Bucuresti, Sector 4, zona Berceni "
V0200D68R99," Parter Vila apartament 3 camere + parcare, Dorobanti - Televiziune (birou,casa) ",3 camere,82 mp utili,229.999 EUR,"Bucuresti, Sector 1, zona Dorobanti "
4CO10000SG1, Vanzare Apartament 2 Camere Deosebit-Alba Iulia ,2 camere,72 mp utili,152.500 EUR,"Bucuresti, zona P-ta Alba Iulia (Unirii) "
A1V100001FQ," Apartament 3 camere spatios decomandat Sebastian X Calea Rahovei, imobil 1986 et ",3 camere,70 mp utili,69.000 EUR,"Bucuresti, zona Sebastian (13 Septembrie) "
92O00I1L1AB, Piata Alba Iulia - Decebal - 2 cam - 60mp utili ,2 camere,60 mp utili,101.500 EUR + TVA,"Bucuresti, Sector 3, zona Alba Iulia (Unirii) "
A0G00I1NVJB, FLOREASCA Compozitori ,3 camere,78 mp utili,174.989 EUR,"Bucuresti, Sector 1, zona Floreasca "
6581000UGM4, Apartament nou open space ,2 camere,51 mp utili,59.800 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
7NK00HP2FI2, Vanzare 2 camere bloc nou- Giurgiului- Progresu- Eroii Revolutiei  ,2 camere,52 mp utili,51.500 EUR,"Bucuresti, Sector 5, zona Eroii Revolutiei (Berceni) "
V0D00I3CP2O," APARTAMENT DE VANZARE,CARTIERUL LATIN ",6 camere,178 mp utili,141.000 EUR,"Bucuresti, zona Prelungirea Ghencea (Ghencea) "
3HJ10I1L442, Apartament cu 3 camere | Locuibil ! | Zona: Dristor - Kaufland ( 1-2 minute) ,3 camere,68 mp utili,82.000 EUR,"Bucuresti, Sector 3, zona Dristor "
6K800I63JL9," Garsoniera bloc nou,Bragadiru-Prelungirea Ghencea.Bloc nou ",o cameră,31 mp utili,28.500 EUR,"Bucuresti, Sector 6, zona Prelungirea Ghencea (Ghencea) "
V0D00I4H6C4," Apartament 2 camere, cartier Militari, metrou Gorjului ",2 camere,52 mp utili,58.500 EUR,"Bucuresti, Sector 6, zona Militari "
V0D00I39BFK, Apartament cu o priveliste relaxanta ,4 camere,133 mp utili,160.000 EUR,"Bucuresti, Sector 1, zona Bucurestii Noi "
8N500I4MBC0," Apartament 2 camere,, zona linistita - Metrou Dristor - Mall ParkLake ",2 camere,53 mp utili,78.850 EUR + TVA,"Bucuresti, Sector 3, zona Dristor "
92O00I0VMA2," Drumul Taberei, Brancusi, parcare subterana, lift, imobil nou ",2 camere,62 mp utili,64.000 EUR,"Bucuresti, Sector 6, zona Valea Oltului (Drumul Taberei) "
7MU00HIQJPA, APARTAMENT STUDIO DUBLU ELEGANT IN FLOREASCA!OFRTA LIMITATA ! ,2 camere,40 mp utili,84.500 EUR,"Bucuresti, Sector 2, zona Floreasca "
