ID,Nume,Nr_Camere,Metri_Patrati,Pret,Localizare
8BV00HV2NLK," * ULTIMUL - dristor metrou, BLOC FINALIZAT, lift, placa beton + pod deasupra ",2 camere,60 mp utili,82.500 EUR,"Bucuresti, Sector 3, zona Dristor "
8M600I7325F, Berceni | Apartament 2 camere | Bonus 1 Loc de parcare ,2 camere,62 mp utili,63.900 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
98O00I46VHQ," Tiatn4Residence, apartamente 1,2,3,4 camere ",o cameră,36 mp utili,33.600 EUR,"Bucuresti, Sector 3, zona Titan "
9VB00I0O30K, Apartament 3 camere - A2.1  ,3 camere,70.19 mp utili,129.303 EUR + TVA,"Bucuresti, Sector 1, zona Iancu Nicolae (Pipera) "
9OO00I6DG6M, Baneasa | Ionescu Sisesti | Bloc Nou ,o cameră,40 mp utili,49.400 EUR + TVA,"Bucuresti, Sector 1, zona Baneasa "
A0800I1L9DK, Apartament 3 camere cu terasa in H Pipera Lake. Oferta promotionala! ,3 camere,70.9 mp utili,93.800 EUR + TVA,"Bucuresti, zona Pipera "
A5000I6GV17, APARTAMENTE CU 2 SI 3 CAMERE INTR-UN PARC REZIDENTIAL MODERN SI ELEGANT ,3 camere,105 mp utili,87.500 EUR + TVA,"Bucuresti, zona Nord "
A4V00I72P5G," APARTAMENT 3 CAMERE, MOSILOR/OBOR, CONSTRUCTIE PREMIUM, BIROU VANZARI ",3 camere,68.6 mp utili,123.500 EUR + TVA,"Bucuresti, Sector 2, zona Mosilor "
55I00I1SKRF, Neofort 57 - Apartament 3 Camere Bloc Nou Predare Luna Aprilie ,3 camere,103.96 mp utili,151.611 EUR + TVA,"Bucuresti, Sector 2, zona P-ta Alba Iulia (Unirii) "
9OO00I0NKLC, Baneasa - Garsoniera Decomandata - Bonus Loc De Parcare ,o cameră,40 mp utili,60.800 EUR,"Bucuresti, Sector 1, zona Baneasa "
8BV00I6DECR," * PENTHOUSE FINALIZAT - terasa 132 mp, PARCARE INCLUSA --- poze REALE --- ",2 camere,184 mp utili,100.000 EUR,"Bucuresti, Sector 3, zona Dristor "
A1L00I739BA," Bd. Timisoara - Cartier Brancusi, apartament 2 camere LUX ",2 camere,56 mp utili,58.700 EUR,"Bucuresti, Sector 6, zona Timisoara (Drumul Taberei) "
55I00I1SKK9, Neofort 57 - Apartament 4 Camere Bloc Nou Predare in 2 Luni ,4 camere,100.67 mp utili,161.000 EUR + TVA,"Bucuresti, Sector 2, zona Alba Iulia (Unirii) "
55I00HSF18V," Neofort Rezidential 33 - Garsoniera Decomandata, Spatioasa, Zona Marriott ",o cameră,44.06 mp utili,52.872 EUR + TVA,"Bucuresti, Sector 5, zona 13 Septembrie "
A2I00I6TIBU, Apartament 2 camere - Decomandat - Theodor Pallady - 1Decembrie 1918 ,2 camere,47.4 mp utili,39.100 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
55I00HSF3K5," Neofort Rezidential 33 - Apartament Spatios, Finisaje Lux, Zona 13 Septembrie ",2 camere,63.5 mp utili,76.200 EUR + TVA,"Bucuresti, Sector 5, zona 13 Septembrie "
9JR00HP7LDD, Apartament 4 Camere LUX 49 GAFENCU (Herastrau) ,4 camere,125.99 mp utili,294.117 EUR + TVA,"Bucuresti, Sector 1, zona Herastrau "
8C000I5V2H7, Imobil 2014 - decomandat - semimobilat/utilat - disponibil imediat ,2 camere,56.86 mp utili,89.000 EUR,"Bucuresti, Sector 3, zona Mihai Bravu "
1UR1000DDP4," Porsche Nord-zona de case! Apartament cu 2 camere, 62mp ",2 camere,51 mp utili,77.480 EUR + TVA,"Bucuresti, zona Aviatiei "
4JT100004GK, Belvedere Residence - Apartament 3 camere - faza 1 ,3 camere,70.7 mp utili,140.000 EUR,"Bucuresti, zona Floreasca "
4JT100004GT, Homebrokers.ro/ Apartament 2 camere City Point ,2 camere,55 mp utili,130.000 EUR,"Bucuresti, zona Aviatiei "
A4V00I6J9LO," APARTAMENT 2 CAMERE DOAMNA GHICA, STRADAL, BUCATARIE INCHISA, BIROU VANZARI ",2 camere,54 mp utili,65.550 EUR + TVA,"Bucuresti, Sector 2, zona Doamna Ghica (Colentina) "
1UR1000DDP4," Porsche Nord-zona de case! Apartament cu 2 camere, 62mp ",2 camere,51 mp utili,77.480 EUR + TVA,"Bucuresti, zona Aviatiei "
8C000I5V2H7, Imobil 2014 - decomandat - semimobilat/utilat - disponibil imediat ,2 camere,56.86 mp utili,89.000 EUR,"Bucuresti, Sector 3, zona Mihai Bravu "
9JR00HP7LDD, Apartament 4 Camere LUX 49 GAFENCU (Herastrau) ,4 camere,125.99 mp utili,294.117 EUR + TVA,"Bucuresti, Sector 1, zona Herastrau "
55I00HSF3K5," Neofort Rezidential 33 - Apartament Spatios, Finisaje Lux, Zona 13 Septembrie ",2 camere,63.5 mp utili,76.200 EUR + TVA,"Bucuresti, Sector 5, zona 13 Septembrie "
4JT100004GT, Homebrokers.ro/ Apartament 2 camere City Point ,2 camere,55 mp utili,130.000 EUR,"Bucuresti, zona Aviatiei "
5P700I5C3PR," Apartament 3 camere, 8 min metrou Nicolae Teclu ",3 camere,68 mp utili,71.100 EUR + TVA,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
54F00HD6DL1, Apartament de vânzare 4 camere ,4 camere,88 mp utili,116.000 EUR,"Bucuresti, Sector 3, zona Titan "
8C000I1R4E9," Deluxe Apartments Mihai Bravu, BLOC NOU la 7 min metrou ",2 camere,53.5 mp utili,75.000 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
77700I5B7OJ," Oferta Vanzare Apartament 2 camere Bulevardul Unirii, nr. 35, Comision 0% ",2 camere,57 mp utili,129.700 EUR,"Bucuresti, Sector 3, zona Unirii "
7US00I53QCR," Garsoniera,Grand Arena-Metalurgiei, Avans 10% ",o cameră,o cam,33.500 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
76F00I6QJI6," Berceni-metrou, Apartament 2 camere decomandat - PRIMA CASA! ",2 camere,55 mp utili,47.500 EUR,"Bucuresti, Sector 4, zona Berceni "
85O00I6QSH2," Titan-Theodor Pallady-1 Decembrie,2 camere,49 mp,decomandat,nou ",2 camere,43 mp utili,46.500 EUR + TVA,"Bucuresti, Sector 3, zona Titan "
9JR00HP7K79, Apartament 4 Camere LUX 49 GAFENCU (Herastrau) ,4 camere,172.69 mp utili,378.151 EUR + TVA,"Bucuresti, Sector 1, zona Herastrau "
9R900HT17BU, **Comision 0%** **4City** **Noul proiect al dezvoltatorului Cortina Residence** ,3 camere,80.64 mp utili,85.520 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
85O00I6H9B0, Garsoniera Titan  ,o cameră,34 mp utili,34.000 EUR + TVA,"Bucuresti, Sector 3, zona Titan "
77700I6QLO2, Oferta Vanzare Apartament 4 Camere Bulevardul Unirii-Fantani Comision 0% ,4 camere,91 mp utili,208.600 EUR,"Bucuresti, Sector 5, zona Unirii "
8C81000001G, 2 camere premium Unirii - Palatul Parlamentului Bloc Nou ,2 camere,58 mp utili,139.900 EUR + TVA,"Bucuresti, zona Unirii "
9JR00HP7KP5, Apartament 4 Camere LUX 49 GAFENCU (Herastrau) ,4 camere,173.71 mp utili,378.151 EUR + TVA,"Bucuresti, Sector 1, zona Herastrau "
81900I6S8TQ, 2 camere | Central | Valeriu Braniste ,2 camere,65 mp utili,36.000 EUR,"Bucuresti, Sector 3, zona Central "
55I00I1SKC4, Neofort 57 - Apartament 3 Camere Bloc Nou Finisaje Lux ,3 camere,78.13 mp utili,138.000 EUR,"Bucuresti, Sector 2, zona Mosilor "
A4V00I6K4GJ," APARTAMENT 3 CAMERE LUX, COMPLET MOBILAT SI UTILAT, MUTARE IMEDIATA,COMIS 0%  ",3 camere,95 mp utili,101.300 EUR + TVA,"Bucuresti, zona Pipera "
7Q110000184," Bloc Nou, Ap 2 cam decomandat 54 mp, loc PARCARE, Auchan Militari ",2 camere,54 mp utili,48.000 EUR,"Bucuresti, zona Militari "
6KA00HKT616, Aviatiei Park - 2 camere - Promotie ,2 camere,55.7 mp utili,100.555 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
55I00HSF7LE, Neofort Rezidential 33 - Apartament Decomandat- Zona Marriott ,3 camere,91.8 mp utili,110.190 EUR + TVA,"Bucuresti, Sector 5, zona 13 Septembrie "
6KA00HKT3AP, Aviatiei Park - Apartament 3 camere - Alexandru Serbanescu ,3 camere,76.3 mp utili,129.506 EUR + TVA,"Bucuresti, Sector 1, zona Aviatiei "
A4V00I6K77I," APARTAMENT 2 CAMERE, PIPERA, COMPLET DECOMANDAT, Disponibil August 2018 ",2 camere,56 mp utili,72.100 EUR + TVA,"Bucuresti, zona Pipera "
76B00I685NF," Vand apartament 3 camere, etj 2, Luica-Giurgiului ",3 camere,69 mp utili,63.500 EUR,"Bucuresti, Sector 4, zona Berceni "
92O00HP88BK," Timpuri Noi, Ultracentral, ultima unitate, Exclusivist, finisaje premium ",2 camere,66 mp utili,119.500 EUR,"Bucuresti, Sector 3, zona Timpuri Noi (Tineretului) "
A2I00I6DKG9," Ap 2 camere, zona verde, linistita, aproape de metrou Nicolae Grigorescu ",2 camere,44.95 mp utili,50.198 EUR,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan) "
9HG00I60TLL," 2 camere decomandat terasa 49 mp, imobil finalizat Sportului Colentina. ",2 camere,55 mp utili,74.500 EUR,"Bucuresti, Sector 2, zona Colentina "
A4V00I6EFSU," APARTAMENT 2 CAMERE, BLD. NICOLAE GRIGORESCU, RATB,DIRECT DEZVOLTATOR ",2 camere,54 mp utili,64.600 EUR + TVA,"Bucuresti, Sector 3, zona Titan "
5P700I6B2AJ, MEGA OFERTA apartament 2 camere + terasa + loc de parcare 100.000 EURO ,2 camere,52.47 mp utili,100.000 EUR + TVA,"Bucuresti, zona Dristor "
8C000HJPIIH," Penthouse cu terasa - 2 locuri parcare, 2 bai cu geam, 3 min metrou Mihai Bravu ",3 camere,152.2 mp utili,160.000 EUR,"Bucuresti, Sector 3, zona Tineretului "
9UV00I6R5UC," Vanzare apartament 3 camere, 1 Decembrie 1918, Adiacent, Prima Casa ",3 camere,71 mp utili,74.000 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
A4V00I70O02, Apartament de vânzare 2 camere ,2 camere,52 mp utili,65.500 EUR,"Bucuresti, Sector 3, zona Dristor "
A5N00I72F5C," Dristor apartament 3 cam Dezvoltator, 3 min metrou ",3 camere,82 mp utili,116.000 EUR,"Bucuresti, Sector 3, zona Dristor "
A5N00I72GCP," Apartament 2 camere,ACTE FINALIZATE,5/5 cu pod deasupra, lift,4 min metrou ",2 camere,59 mp utili,82.500 EUR,"Bucuresti, Sector 3, zona Mihai Bravu "
5P700I31VCC," 2 camere , bloc nou zona Ferdinand- 8 minute de metrou Iancului ",2 camere,51.5 mp utili,82.180 EUR,"Bucuresti, Sector 2, zona Iancului "
4JT1000038B, Vanzare apartament 2 camere Incity Residences ,2 camere,67 mp utili,120.000 EUR + TVA,"Bucuresti, zona Unirii "
53U00HID8AT," Apartament decomandat, 2 bai, curte proprie 46 mp, metrou 5 min ",3 camere,79 mp utili,84.000 EUR,"Bucuresti, Sector 4, zona Aparatorii Patriei (Berceni) "
91T00I6BGVN, Delta View Homes | 8 minute Sun Plaza | Decomandat | | Debara | Ultima unitate! ,2 camere,58 mp utili,76.500 EUR,"Bucuresti, Sector 4, zona Oltenitei (Berceni) "
4JJ1000425P, VANZARE 2 CAMERE CU TERASA PROPRIE BLOC NOU ACTE GATA ,2 camere,82 mp utili,83.000 EUR,"Bucuresti, Sector 3, zona Dristor "
53U00HMOHFE, Apartament 3 camere - Direct Dezvoltator  ,3 camere,88 mp utili,64.800 EUR,"Bucuresti, Sector 4, zona Berceni "
53U00I2Q6H4," Apartament 2 camere, decomandat pe Bld. Metalurgiei ",2 camere,52 mp utili,54.000 EUR,"Bucuresti, Sector 4, zona Metalurgiei (Berceni) "
8C000HJPE5J," MUTARE IMEDIATA, bloc locuit 2017, metrou Mihai Bravu, 2 locuri parcare ",3 camere,83 mp utili,155.000 EUR,"Bucuresti, Sector 3, zona Mihai Bravu "
8C000HOR9HI, Delea Noua - Decebal - predare Iunie 2019 - direct dezvoltator ,3 camere,78.35 mp utili,133.500 EUR + TVA,"Bucuresti, Sector 3, zona Decebal "
92O00I5TJT3," Direct dezvoltator! Metrou Mihai Bravu, imobil nou, etaj intermediar ",2 camere,54 mp utili,72.500 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
8D5100001EU," Garsoniera decomandata zona DECEBAL ,finisaje lux, 7 min Metrou P. Muncii ",o cameră,41 mp utili,58.190 EUR + TVA,"Bucuresti, zona P-ta Muncii (Muncii) "
4JT100003JO, Vanzare studio de lux InCity Residences ,o cameră,50 mp utili,84.000 EUR + TVA,"Bucuresti, zona Unirii "
92O00I708M5," Direct dezvoltator! Brancoveanu, bloc nou, etaj intermediar, RATB ",2 camere,52 mp utili,56.670 EUR + TVA,"Bucuresti, Sector 4, zona Brancoveanu (Berceni) "
4JT100002N5, Vanzare 3 camere in complex Incity Residence! ,3 camere,93.67 mp utili,144.000 EUR + TVA,"Bucuresti, zona Unirii "
9JR00HP7O2K, Apartament 4 Camere LUX 49 GAFENCU (Herastrau) ,4 camere,132.35 mp utili,293.950 EUR + TVA,"Bucuresti, Sector 1, zona Herastrau "
8C000I32I0I," Deluxe Apartments Mihai Bravu, BLOC NOU la 7 min metrou ",3 camere,78.3 mp utili,110.000 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
92O00I6DECU," Direct dezvoltator! Metrou Dristor, terasa spatioasa, loc parcare inclus ",2 camere,53 mp utili,100.000 EUR,"Bucuresti, Sector 3, zona Dristor "
9JR00HP7JTV, Apartament 5 Camere LUX 49 GAFENCU (Herastrau) ,5 camere,199.3 mp utili,630.252 EUR + TVA,"Bucuresti, Sector 1, zona Herastrau "
8D5100001ET, Garsoniera decomandata zona DECEBAL finisaje lux calitate premium ,o cameră,41 mp utili,58.190 EUR + TVA,"Bucuresti, zona Calea Calarasilor "
9IO00HLKC8D, DIRECT DEZVOLTATOR! Apartament 4 camere superb > acces piscina ,4 camere,127 mp utili,177.000 EUR + TVA,"Bucuresti, Sector 1, zona Baneasa "
92O00I6BD5C, Oferta Limitata! Studio - 39mp utili - Rezidential - Metrou (7 min) ,2 camere,39 mp utili,42.400 EUR + TVA,"Bucuresti, Sector 3, zona Titan "
5P700I5BQ3K," 2 camere in bloc nou, 8 min metrou Nicolae Teclu ",2 camere,49 mp utili,45.900 EUR + TVA,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
8C000I2UH01, Deluxe Apartments Mihai Bravu - vedere directa Splaiul Unirii si Delta Vacaresti ,2 camere,67 mp utili,97.500 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
7NU10001K5P," Decebal, adiacent, apartament 2 camere modern Anunţ nou ",2 camere,55 mp utili,110.000 EUR,"Bucuresti, zona Decebal "
9JR00HP7JC9, Apartament 5 Camere LUX 49 GAFENCU (Herastrau) ,5 camere,252.11 mp utili,840.336 EUR + TVA,"Bucuresti, Sector 1, zona Herastrau "
9KJ00I36P9M," Otopeni,studio spatios,2018 ",2 camere,42 mp utili,48.500 EUR + TVA,"Bucuresti, zona Nord "
7Q1100001AP," Kaufland-Drumul Taberei,Apartament 3 camere,77mp utili,decomandat ",3 camere,76.81 mp utili,80.650 EUR,"Bucuresti, zona Valea Oltului (Drumul Taberei) "
9IH00I70EA0, Luxury 4 bedroom penthouse in beautiful location ,5 camere,202 mp utili,700.000 EUR + TVA,"Bucuresti, Sector 2, zona Gradina Icoanei (Dacia) "
5P700I3210A," 4 camere, bloc nou, Ferdinand, 7 min metrou, terase ",4 camere,220.5 mp utili,335.000 EUR,"Bucuresti, Sector 2, zona Iancului "
A4V00I73RVQ," PENTHOUSE SUPERB, 3 CAMERE, 3 TERASE 63 MP, CENTRAL, BIROU VANZARI ",3 camere,147 mp utili,208.000 EUR + TVA,"Bucuresti, Sector 2, zona Mosilor "
92O00I2CRDO, Grigorescu -Imobil Nou- Apartament 2 camere ,2 camere,66 mp utili,72.600 EUR + TVA,"Bucuresti, Sector 3, zona Titan "
8C81000001I," 3 Camere Premium Bloc Nou, B-dul Unirii - P-ta Constitutiei ",3 camere,74 mp utili,179.000 EUR + TVA,"Bucuresti, zona Unirii "
8C000I1UTA6," Deluxe Apartments Mihai Bravu, BLOC NOU la 7 min metrou ",2 camere,57.8 mp utili,81.000 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
8C000I1S9RG," Deluxe Apartments Mihai Bravu, BLOC NOU la 7 min metrou ",2 camere,54.8 mp utili,77.000 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
80100I72D9T, Oferta apartament 2 camere ,2 camere,63 mp utili,53.500 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
3F200DJF0I2, Apartament 2 camere mobilat utilat kika  ,2 camere,Etaj 1/4,46.900 EUR,"Bucuresti, zona Militari "
9HG00I60V7E," 2 camere decomandat ansamblu nou, constructie FINALIZATA, Sportului Colentina. ",2 camere,53 mp utili,62.500 EUR,"Bucuresti, Sector 2, zona Colentina "
9ON10000AN9," EXCLUSIV - Vanzare apartament ultracentral, 3 cam, comision 0 ",3 camere,85 mp utili,96.500 EUR,"Bucuresti, zona Armeneasca (Dacia) "
9UV00I6E3I1," Apartament 2 camere, tip studio - Metrou 1 Decembrie 1918 ",2 camere,53 mp utili,49.400 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
6581000UGOK, OCAZIE: Ultracentral - Renovat - FARA RISC ,3 camere,89 mp utili,125.000 EUR,"Bucuresti, Sector 2, zona Mosilor "
8FA00GHCC29, Vanzare apartament 3 camere Floreasca ,3 camere,Etaj 1/7,129.000 EUR + TVA,"Bucuresti, Sector 2, zona Aviatiei "
3F200CTBTH8,  SECTOR 6 OFERTA SPECIALA! ,2 camere,38 mp utili,38.000 EUR,"Bucuresti, Sector 6, zona Militari "
5P700I562M9," Aleea Mizil, apartament 63 mp, 2 camere : Prima Casa ",2 camere,63 mp utili,63.000 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
9IO00HLK4V9, BANEASA PROIECT NOU! Apartament 3 camere LUX ,3 camere,107 mp utili,139.500 EUR + TVA,"Bucuresti, Sector 1, zona Baneasa "
9OO00I736NO," Oltenitei, Popesti, Lidl, plata CASH ",2 camere,60 mp utili,54.400 EUR,"Bucuresti, Sector 4, zona Berceni "
5P700I2FABL," 3 camere spatioase, luminoase, Decebal, Alba Iulia ",3 camere,78 mp utili,133.500 EUR + TVA,"Bucuresti, Sector 3, zona Decebal "
92O00I6DER8, 1 Decembrie - Ansamblu Rezidfential - Prima Casa - pret promotional ,2 camere,39 mp utili,44.500 EUR,"Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan) "
8ST00I58TBP, Apartament 2 camere complet decomandat bloc nou ,2 camere,57 mp utili,62.000 EUR,"Bucuresti, Sector 4, zona Berceni "
8ST00HI2B4S," !!Apartament 2 camere 56mp utili,vedere spre Parc-53.000E!! ",2 camere,56 mp utili,53.000 EUR,"Bucuresti, Sector 4, zona Berceni "
3F200DJF1EB, Apartament 2 camere 62 mp ,2 camere,53 mp utili,39.900 EUR,"Bucuresti, zona Militari "
8KC00HO6E55, 2 camere 13 Septembrie ,2 camere,53.9 mp utili,84.000 EUR + TVA,"Bucuresti, Sector 5, zona Unirii "
83L100000R6, Apartament 4 camere - Barcelona Residence Titan ,4 camere,189 mp utili,161.000 EUR + TVA,"Bucuresti, zona Titan "
9IO00HLKDIB, PROIECT NOU! Apartament 2 camere > Acces piscina ,2 camere,78 mp utili,102.000 EUR + TVA,"Bucuresti, Sector 1, zona Baneasa "
A4110036I5V," apartament 3 camere Bucuresti, zona Valea Oltului, mutare imediata ",3 camere,7681 mp utili,80.650 EUR,"Bucuresti, zona Militari "
8M600I474H1, Garsoniera - bloc nou - Berceni ,o cameră,o cam,38.900 EUR,"Bucuresti, Sector 4, zona Berceni "
80T00I5RFMN, 2camere prima casa la 8min de metrou D.Leonida ,2 camere,56 mp utili,55.000 EUR,"Bucuresti, Sector 4, zona Berceni "
1UR100009FG," Apartament cochet cu 3 camere, mobilat&utilat;, Sat Francez ",3 camere,92 mp utili,249.000 EUR,"Bucuresti, zona Soseaua Nordului (Herastrau) "
1UR100005VS," Duplex impozant cu 9 camere, 500mp utili, langa Metrou si parc ",9 camere,500 mp utili,1.250.000 EUR,"Bucuresti, zona Aviatorilor "
76B00I442IU, Apartament 3 camere Iancului Ansamblu Rezidential  ,3 camere,70 mp utili,97.000 EUR,"Bucuresti, Sector 2, zona Iancului "
9JR00I781QO," Apartament 2 camere, tip B – Tepes Voda Residence Anunţ nou ",2 camere,48.36 mp utili,79.860 EUR + TVA,"Bucuresti, Sector 2, zona Calea Calarasilor "
9ON10000AND," EXCLUSIV - Apartament unicat de vanzare, 0% comision ",4 camere,122 mp utili,189.000 EUR,"Bucuresti, zona Cismigiu (Ultracentral) "
80T00I5RH1Q, 2camere decomandat Decebal- metrou Muncii ,2 camere,57 mp utili,97.000 EUR + TVA,"Bucuresti, Sector 3, zona Decebal "
76B00I6B3L0, 300m Metrou - Berceni - Dimitrie Leonida Oferta pentru plata CASH ,2 camere,45 mp utili,41.500 EUR,"Bucuresti, Sector 4, zona Berceni "
82I00HNJJ8A," Apartament la cheie, direct dezvoltator, Colentina ",2 camere,46 mp utili,59.500 EUR,"Bucuresti, Sector 2, zona Doamna Ghica (Colentina) "
9ON10000A96," EXCLUSIV- Super-vedere, Pantelimon, oportunitate ",4 camere,90 mp utili,71.900 EUR,"Bucuresti, zona Pantelimon "
8C000I1UTSV," Deluxe Apartments Mihai Bravu, BLOC NOU la 7 min metrou ",2 camere,60.4 mp utili,85.000 EUR + TVA,"Bucuresti, Sector 3, zona Mihai Bravu "
A5N00I72IP4," Apartament 3 cam 109000 E-TVA inclus, 4 min metrou, Bonus loc parcare demisol ",3 camere,75 mp utili,109.000 EUR,"Bucuresti, Sector 3, zona Mihai Bravu "
4FC00BOGL8G, VANZARE/INCHIRIERE APARTAMENT 2 CAMERE - OFERTA LUNII ,2 camere,38 mp utili,45.000 EUR,"Bucuresti, zona Nord "
9ON10000EJK," Exclusiv! Apartament Berceni, renovat, vedere panoramica. Comision 0 ",2 camere,44.55 mp utili,49.800 EUR,"Bucuresti, zona Berceni "
7GT1000002G, Apartament 2 camere N Titulescu ,2 camere,61 mp utili,108.800 EUR + TVA,"Bucuresti, zona Banu Manta (1 Mai) "
9KJ00HIO9DL, Apartament 3 camere - Complex Rezidential Ambasad'Or Home ,3 camere,Etaj 2/4,88.800 EUR + TVA,"Bucuresti, Sector 1, zona Nord "
5P700I546GU," 200m metrou Costin Georgian, bloc nou, comision 0 ",2 camere,51 mp utili,70.500 EUR + TVA,"Bucuresti, Sector 2, zona Titan "
8D5100001F1, Apartament 2 camere DECOMANDAT zona centrala finisale calitate premium ,2 camere,55 mp utili,78.760 EUR + TVA,"Bucuresti, zona Calea Calarasilor "
3F200CTBUNG," 2 CAMERE,SECTOR 6,OFERTA LIMITATA! ",2 camere,40 mp utili,42.000 EUR,"Bucuresti, Sector 6, zona Militari "
80100I782QN, Apartament 2 camere Th.Pallady - Ozana apropiere metrou Nicolae Teclu Anunţ nou ,2 camere,49 mp utili,46.900 EUR,"Bucuresti, Sector 3, zona Theodor Pallady (Titan) "
9HG00I6B8C0," Garsoniera open space cu terasa de 46 mp, imobil FINALIZAT Sportului Colentina. ",o cameră,42 mp utili,60.000 EUR,"Bucuresti, Sector 2, zona Colentina "
7NQ00HI0FD0," Apartament 2 Camere, Terasa 17mp, Pret Redus Dezvoltator ",2 camere,71 mp utili,47.615 EUR + TVA,"Bucuresti, Sector 5, zona Alexandriei (Rahova) "
55I00I1SL4I, Neofort 57 - Apartament 3 Camere Bloc Nou Finisaje Lux ,3 camere,78.13 mp utili,138.000 EUR,"Bucuresti, Sector 2, zona Nerva Traian (Unirii) "
56500HKUOBR, Apartament doua camere decomandat Mihai Bravu-metrou ,2 camere,56 mp utili,89.900 EUR,"Bucuresti, Sector 3, zona Mihai Bravu "
3F200DJF1NH, Apartament 2 camere 57 mp ,2 camere,42 mp utili,35.900 EUR,"Bucuresti, zona Militari "
5P700I2SNN8," 2 camere, bloc Dristor , Regim mic de inaltime ",o cameră,54 mp utili,76.200 EUR + TVA,"Bucuresti, Sector 3, zona Dristor "
A4V00I6K617," APARTAMENT 3 CAMERE PIPERA, ULTIMELE UNITATI, DISPONIBIL AUGUST 2018 ",3 camere,88 mp utili,106.000 EUR,"Bucuresti, zona Pipera "
8C000I1USCD," Deluxe Apartments Mihai Bravu, BLOC NOU la 7 min metrou ",2 camere,56.75 mp utili,80.000 EUR + TVA,"Bucuresti, Sector 3, zona Vitan Mall (Vitan) "
A5N00I72KVH," PENTHOUSE 2 cam cu TERASA;ultimul cu discount 10000E,Tva5% INCLUS,bonus Parcarea ",2 camere,184 mp utili,110.000 EUR,"Bucuresti, Sector 3, zona Mihai Bravu "
8KC00HO5I7V, Studio 13 Septembrie ,o cameră,37.15 mp utili,61.000 EUR + TVA,"Bucuresti, Sector 5, zona 13 Septembrie "
9IH00HH0HFM," Duplex de exceptie in zona Batistei, finisaje de top ",3 camere,140.3 mp utili,350.000 EUR + TVA,"Bucuresti, Sector 2, zona Romana (Ultracentral) "
7NH00I3FELJ, 13 Septembrie dupa intersectia cu Panduri-vedere mixta  ,3 camere,75 mp utili,115.000 EUR,"Bucuresti, Sector 5, zona 13 Septembrie "
4U500F65U65, Baneasa 5 camere |Oferta Limitata!!! ,5 camere,187.1 mp utili,178.000 EUR,"Bucuresti, Sector 1, zona Baneasa "
1UR1000ERA8," Promotie - livrare 2018! Apartament cu 2 camere, 70mp construiti ",2 camere,55 mp utili,85.592 EUR + TVA,"Bucuresti, zona Aviatiei "
